epsilon,trendsetter_percent,num_agents,weight_q,weight_exp,weight_obs,topology_type,beta,A,B,percent_A,percent_B,emerged
0.05,5,100,0.45,0.45,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.33,0.33,0.34,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.25,0.5,0.25,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.2,0.4,0.4,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.7,0.2,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.55,0.25,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.35,0.5,0.15,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.3,0.4,0.3,toroidal,0.3,95,0,100.0,0.0,Yes
0.05,5,100,0.1,0.7,0.2,toroidal,0.3,66,29,69.47368421052632,30.526315789473685,No
0.05,5,150,0.6,0.3,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.5,0.4,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.4,0.4,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.5,0.2,0.3,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.3,0.5,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.2,0.6,0.2,toroidal,0.3,126,17,88.1118881118881,11.888111888111888,No
0.05,5,150,0.6,0.2,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.45,0.45,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.33,0.33,0.34,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.25,0.5,0.25,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.2,0.4,0.4,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.7,0.2,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.55,0.25,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.35,0.5,0.15,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.3,0.4,0.3,toroidal,0.3,143,0,100.0,0.0,Yes
0.05,5,150,0.1,0.7,0.2,toroidal,0.3,100,43,69.93006993006993,30.06993006993007,No
0.05,10,100,0.6,0.3,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.5,0.4,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.4,0.4,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.5,0.2,0.3,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.3,0.5,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.2,0.6,0.2,toroidal,0.3,80,10,88.88888888888889,11.11111111111111,No
0.05,10,100,0.6,0.2,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.45,0.45,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.33,0.33,0.34,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.25,0.5,0.25,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.2,0.4,0.4,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.7,0.2,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.55,0.25,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.35,0.5,0.15,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.3,0.4,0.3,toroidal,0.3,90,0,100.0,0.0,Yes
0.05,10,100,0.1,0.7,0.2,toroidal,0.3,67,23,74.44444444444444,25.555555555555557,No
0.05,10,150,0.6,0.3,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.5,0.4,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.4,0.4,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.5,0.2,0.3,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.3,0.5,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.2,0.6,0.2,toroidal,0.3,121,14,89.62962962962963,10.37037037037037,No
0.05,10,150,0.6,0.2,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.45,0.45,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.33,0.33,0.34,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.25,0.5,0.25,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.2,0.4,0.4,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.7,0.2,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.55,0.25,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.35,0.5,0.15,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.3,0.4,0.3,toroidal,0.3,135,0,100.0,0.0,Yes
0.05,10,150,0.1,0.7,0.2,toroidal,0.3,90,45,66.66666666666667,33.333333333333336,No
0.1,0,100,0.6,0.3,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.5,0.4,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.4,0.4,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.5,0.2,0.3,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.3,0.5,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.2,0.6,0.2,toroidal,0.3,92,7,92.92929292929293,7.070707070707071,Yes
0.1,0,100,0.6,0.2,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.45,0.45,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.33,0.33,0.34,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.25,0.5,0.25,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.2,0.4,0.4,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.7,0.2,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.55,0.25,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.35,0.5,0.15,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.3,0.4,0.3,toroidal,0.3,99,0,100.0,0.0,Yes
0.1,0,100,0.1,0.7,0.2,toroidal,0.3,64,35,64.64646464646465,35.35353535353536,No
0.1,0,150,0.6,0.3,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.5,0.4,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.4,0.4,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.5,0.2,0.3,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.3,0.5,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.2,0.6,0.2,toroidal,0.3,135,14,90.60402684563758,9.395973154362416,Yes
0.1,0,150,0.6,0.2,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.45,0.45,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.33,0.33,0.34,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.25,0.5,0.25,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.2,0.4,0.4,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.7,0.2,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.55,0.25,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.35,0.5,0.15,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.3,0.4,0.3,toroidal,0.3,149,0,100.0,0.0,Yes
0.1,0,150,0.1,0.7,0.2,toroidal,0.3,110,39,73.8255033557047,26.174496644295303,No
0.1,5,100,0.6,0.3,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.5,0.4,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.4,0.4,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.5,0.2,0.3,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.3,0.5,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.2,0.6,0.2,toroidal,0.3,86,9,90.52631578947368,9.473684210526315,Yes
0.1,5,100,0.6,0.2,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.45,0.45,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.33,0.33,0.34,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.25,0.5,0.25,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.2,0.4,0.4,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.7,0.2,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.55,0.25,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.35,0.5,0.15,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.3,0.4,0.3,toroidal,0.3,95,0,100.0,0.0,Yes
0.1,5,100,0.1,0.7,0.2,toroidal,0.3,69,26,72.63157894736842,27.36842105263158,No
0.1,5,150,0.6,0.3,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.5,0.4,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.4,0.4,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.5,0.2,0.3,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.3,0.5,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.2,0.6,0.2,toroidal,0.3,127,16,88.81118881118881,11.188811188811188,No
0.1,5,150,0.6,0.2,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.45,0.45,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.33,0.33,0.34,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.25,0.5,0.25,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.2,0.4,0.4,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.7,0.2,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.55,0.25,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.35,0.5,0.15,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.3,0.4,0.3,toroidal,0.3,143,0,100.0,0.0,Yes
0.1,5,150,0.1,0.7,0.2,toroidal,0.3,98,45,68.53146853146853,31.46853146853147,No
0.1,10,100,0.6,0.3,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.5,0.4,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.4,0.4,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.5,0.2,0.3,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.3,0.5,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.2,0.6,0.2,toroidal,0.3,77,13,85.55555555555556,14.444444444444445,No
0.1,10,100,0.6,0.2,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.45,0.45,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.33,0.33,0.34,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.25,0.5,0.25,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.2,0.4,0.4,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.7,0.2,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.55,0.25,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.35,0.5,0.15,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.3,0.4,0.3,toroidal,0.3,90,0,100.0,0.0,Yes
0.1,10,100,0.1,0.7,0.2,toroidal,0.3,69,21,76.66666666666667,23.333333333333332,No
0.1,10,150,0.6,0.3,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.5,0.4,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.4,0.4,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.5,0.2,0.3,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.3,0.5,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.2,0.6,0.2,toroidal,0.3,117,18,86.66666666666667,13.333333333333334,No
0.1,10,150,0.6,0.2,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.45,0.45,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.33,0.33,0.34,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.25,0.5,0.25,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.2,0.4,0.4,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.7,0.2,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.55,0.25,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.35,0.5,0.15,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.3,0.4,0.3,toroidal,0.3,135,0,100.0,0.0,Yes
0.1,10,150,0.1,0.7,0.2,toroidal,0.3,92,43,68.14814814814815,31.85185185185185,No
0.15,0,100,0.6,0.3,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.5,0.4,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.4,0.4,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.5,0.2,0.3,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.3,0.5,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.2,0.6,0.2,toroidal,0.3,95,4,95.95959595959596,4.040404040404041,Yes
0.15,0,100,0.6,0.2,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.45,0.45,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.33,0.33,0.34,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.25,0.5,0.25,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.2,0.4,0.4,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.7,0.2,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.55,0.25,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.35,0.5,0.15,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.3,0.4,0.3,toroidal,0.3,99,0,100.0,0.0,Yes
0.15,0,100,0.1,0.7,0.2,toroidal,0.3,70,29,70.70707070707071,29.292929292929294,No
0.15,0,150,0.6,0.3,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.5,0.4,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.4,0.4,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.5,0.2,0.3,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.3,0.5,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.2,0.6,0.2,toroidal,0.3,138,11,92.61744966442953,7.382550335570469,Yes
0.15,0,150,0.6,0.2,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.45,0.45,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.33,0.33,0.34,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.25,0.5,0.25,toroidal,0.3,148,1,99.32885906040268,0.6711409395973155,Yes
0.15,0,150,0.2,0.4,0.4,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.7,0.2,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.55,0.25,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.35,0.5,0.15,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.3,0.4,0.3,toroidal,0.3,149,0,100.0,0.0,Yes
0.15,0,150,0.1,0.7,0.2,toroidal,0.3,106,43,71.14093959731544,28.859060402684563,No
0.15,5,100,0.6,0.3,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.5,0.4,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.4,0.4,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.5,0.2,0.3,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.3,0.5,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.2,0.6,0.2,toroidal,0.3,87,8,91.57894736842105,8.421052631578947,Yes
0.15,5,100,0.6,0.2,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.45,0.45,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.33,0.33,0.34,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.25,0.5,0.25,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.2,0.4,0.4,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.7,0.2,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.55,0.25,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.35,0.5,0.15,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.3,0.4,0.3,toroidal,0.3,95,0,100.0,0.0,Yes
0.15,5,100,0.1,0.7,0.2,toroidal,0.3,68,27,71.57894736842105,28.42105263157895,No
0.15,5,150,0.6,0.3,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.5,0.4,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.4,0.4,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.5,0.2,0.3,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.3,0.5,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.2,0.6,0.2,toroidal,0.3,125,18,87.41258741258741,12.587412587412587,No
0.15,5,150,0.6,0.2,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.45,0.45,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.33,0.33,0.34,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.25,0.5,0.25,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.2,0.4,0.4,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.7,0.2,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.55,0.25,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.35,0.5,0.15,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.3,0.4,0.3,toroidal,0.3,143,0,100.0,0.0,Yes
0.15,5,150,0.1,0.7,0.2,toroidal,0.3,105,38,73.42657342657343,26.573426573426573,No
0.15,10,100,0.6,0.3,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.5,0.4,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.4,0.4,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.5,0.2,0.3,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.3,0.5,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.2,0.6,0.2,toroidal,0.3,81,9,90.0,10.0,Yes
0.15,10,100,0.6,0.2,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.45,0.45,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.33,0.33,0.34,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.25,0.5,0.25,toroidal,0.3,89,1,98.88888888888889,1.1111111111111112,Yes
0.15,10,100,0.2,0.4,0.4,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.7,0.2,0.1,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.55,0.25,0.2,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.35,0.5,0.15,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.3,0.4,0.3,toroidal,0.3,90,0,100.0,0.0,Yes
0.15,10,100,0.1,0.7,0.2,toroidal,0.3,71,19,78.88888888888889,21.11111111111111,No
0.15,10,150,0.6,0.3,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.5,0.4,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.4,0.4,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.5,0.2,0.3,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.3,0.5,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.2,0.6,0.2,toroidal,0.3,117,18,86.66666666666667,13.333333333333334,No
0.15,10,150,0.6,0.2,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.45,0.45,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.33,0.33,0.34,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.25,0.5,0.25,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.2,0.4,0.4,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.7,0.2,0.1,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.55,0.25,0.2,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.35,0.5,0.15,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.3,0.4,0.3,toroidal,0.3,135,0,100.0,0.0,Yes
0.15,10,150,0.1,0.7,0.2,toroidal,0.3,93,42,68.88888888888889,31.11111111111111,No
0.2,0,100,0.6,0.3,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.5,0.4,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.4,0.4,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.5,0.2,0.3,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.3,0.5,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.2,0.6,0.2,toroidal,0.3,86,13,86.86868686868686,13.131313131313131,No
0.2,0,100,0.6,0.2,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.45,0.45,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.33,0.33,0.34,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.25,0.5,0.25,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.2,0.4,0.4,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.7,0.2,0.1,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.55,0.25,0.2,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.35,0.5,0.15,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.3,0.4,0.3,toroidal,0.3,99,0,100.0,0.0,Yes
0.2,0,100,0.1,0.7,0.2,toroidal,0.3,79,20,79.79797979797979,20.2020202020202,No
0.2,0,150,0.6,0.3,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.5,0.4,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.4,0.4,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.5,0.2,0.3,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.3,0.5,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.2,0.6,0.2,toroidal,0.3,131,18,87.91946308724832,12.080536912751677,No
0.2,0,150,0.6,0.2,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.45,0.45,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.33,0.33,0.34,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.25,0.5,0.25,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.2,0.4,0.4,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.7,0.2,0.1,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.55,0.25,0.2,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.35,0.5,0.15,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.3,0.4,0.3,toroidal,0.3,149,0,100.0,0.0,Yes
0.2,0,150,0.1,0.7,0.2,toroidal,0.3,99,50,66.44295302013423,33.557046979865774,No
0.2,5,100,0.6,0.3,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.5,0.4,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.4,0.4,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.5,0.2,0.3,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.3,0.5,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.2,0.6,0.2,toroidal,0.3,80,15,84.21052631578948,15.789473684210526,No
0.2,5,100,0.6,0.2,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.45,0.45,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.33,0.33,0.34,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.25,0.5,0.25,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.2,0.4,0.4,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.7,0.2,0.1,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.55,0.25,0.2,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.35,0.5,0.15,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.3,0.4,0.3,toroidal,0.3,95,0,100.0,0.0,Yes
0.2,5,100,0.1,0.7,0.2,toroidal,0.3,76,19,80.0,20.0,No
0.2,5,150,0.6,0.3,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.2,5,150,0.5,0.4,0.1,toroidal,0.3,143,0,100.0,0.0,Yes
0.2,5,150,0.4,0.4,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.2,5,150,0.5,0.2,0.3,toroidal,0.3,143,0,100.0,0.0,Yes
0.2,5,150,0.3,0.5,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
0.2,5,150,0.2,0.6,0.2,toroidal,0.3,126,17,88.1118881118881,11.888111888111888,No
0.2,5,150,0.6,0.2,0.2,toroidal,0.3,143,0,100.0,0.0,Yes
